15.776,4.20271,4.60398
3.07056,7.68802,4.89018
2.95392,3.72028,4.46376
16.3564,4.54238,3.8943
15.311,6.7329,2.50395
4.17,5.603,4.99425
2.83618,8.21264,4.30568
16.9171,2.98818,2.41099
11.9702,2.64986,2.91063
9.34719,7.86817,3.48595
8.63158,3.43655,3.86189
14.6572,3.6272,4.82084
13.0834,7.12075,4.98878
15.0006,4.90374,2.03441
12.4907,9.04599,2.98294
7.69573,1.84346,4.65229
5.74526,1.04283,4.19591
1.45266,5.89879,3.14974
11.4239,8.12639,2.29318
4.2848, 0.497489,2.64903
